조사월,기온_C,야간기온_C,DIF,EC_dS_m,일사량_Wm2,slr_wma,관수량,경과일,GDD정규화,GDD정규화_sq,적산온도,누적일사량,CU_norm,연간CU,NDVI,ET0_mm,종형_T,종형_EC,줄기굵기_실측,엽장_실측,런너번호,꽃수,관부직경_mm,과실수대리,과당무게대리_g,수확량_kg_10a,당도_Brix,특품율
12,0.7,-10.9,11.6,1.49,260.2,260.2,0.8,42.0,0.346,0.1197,1.4,1080.4,0.7697,916.0,0.5133,0.5,413.34,0.156,5.1,10.5,1.0,17.50752523163574,8.78,14.35,15.7,795.0,8.46,0.419
4,14.2,0.6,13.6,0.93,488.0,485.4,0.7,30.0,0.4687,0.2196,21.7,1488.4,0.723,878.0,0.4111,0.5,45.96,0.0306,6.27,7.0,4.0,18.176103181187912,10.79,13.01,22.2,1145.3,7.55,0.434
11,7.0,-4.7,11.7,1.5,345.8,336.1,3.4,40.0,0.3321,0.1103,13.9,1378.2,0.724,879.0,0.3944,0.5,196.91,0.1566,4.58,10.0,1.0,15.951980242136711,7.88,13.14,17.1,795.0,6.26,0.459
2,3.7,-7.4,11.1,2.09,248.1,233.2,3.7,25.0,0.2094,0.0439,4.6,623.4,0.6218,797.0,0.3731,0.5,301.0,0.9779,6.1,13.0,3.0,14.289216895764048,10.5,10.61,13.7,795.0,8.62,0.349
4,13.3,3.6,9.7,0.78,513.1,520.2,1.9,41.0,0.5628,0.3168,27.1,2091.9,0.6279,802.0,0.6095,0.5,59.55,0.1032,5.01,8.3,3.0,15.886176932726244,8.62,11.82,19.8,1700.1,9.43,0.465
4,12.2,-0.3,12.4,0.95,512.6,524.8,0.2,42.0,0.5007,0.2507,25.5,2148.9,0.5081,706.0,0.5309,0.5,78.03,0.0225,4.73,10.0,2.0,11.497383679997796,8.14,9.03,21.6,795.0,8.06,0.529
12,1.5,-7.5,9.0,1.29,394.7,406.2,1.7,23.0,0.1903,0.0362,1.7,901.5,0.8499,980.0,0.3345,0.5,381.41,0.0343,5.99,13.0,1.0,20.971305939470074,10.31,17.01,16.2,795.0,5.71,0.42
11,6.3,-5.4,11.7,0.65,329.5,337.0,1.4,53.0,0.4437,0.1969,16.8,1754.7,0.2928,534.0,0.5396,0.5,215.29,0.2018,5.38,10.0,2.0,13.336907112205052,9.26,10.24,19.0,795.0,7.15,0.449
11,10.2,-3.1,13.3,1.87,213.7,206.1,3.8,14.0,0.1183,0.014,7.0,292.5,0.54,732.0,0.3589,0.5,116.94,0.5966,6.3,12.0,2.0,12.383145314762524,10.84,9.72,15.4,795.0,7.09,0.463
2,2.4,-8.8,11.2,0.94,396.6,384.9,2.2,23.0,0.1893,0.0358,2.8,901.2,0.563,750.0,0.4678,0.5,344.14,0.0242,5.0,8.5,3.0,11.55710225386401,8.6,8.52,18.8,795.0,6.67,0.523
12,3.8,-4.4,8.2,0.71,243.4,236.8,1.3,64.0,0.5293,0.2802,12.0,1546.0,0.7376,890.0,0.4534,0.5,296.29,0.152,5.17,13.4,2.0,17.019923252979666,8.9,13.36,14.7,795.0,8.08,0.542
12,-0.8,-11.4,10.7,1.93,220.3,213.6,0.2,52.0,0.4327,0.1872,-2.0,1143.9,0.592,774.0,0.4546,0.5,473.18,0.6902,5.3,10.5,1.0,14.50240770059147,9.12,11.95,13.3,795.0,7.64,0.434
1,-0.9,-11.1,10.2,1.14,235.6,230.8,2.7,32.0,0.2678,0.0717,-1.4,757.3,0.6985,859.0,0.4357,0.5,479.3,0.0015,3.8,9.0,2.0,15.08196942074351,6.54,11.87,15.2,795.0,6.83,0.358
1,5.2,-3.5,8.8,0.9,322.1,332.3,2.1,60.0,0.5001,0.2501,15.7,1932.6,0.7594,907.0,0.5343,0.5,248.56,0.0399,5.4,13.0,1.0,13.108430170433353,9.29,11.04,15.9,795.0,8.48,0.496
1,1.3,-8.9,10.2,1.35,248.1,252.7,0.4,36.0,0.3028,0.0917,2.3,901.5,0.7366,889.0,0.297,0.5,390.02,0.0602,4.9,14.0,1.0,11.608414268698692,8.43,9.9,14.8,795.0,9.43,0.4
2,-3.4,-12.4,8.9,1.56,237.2,221.6,2.4,34.0,0.2803,0.0786,-5.8,797.9,0.5259,721.0,0.3919,0.5,597.31,0.2134,3.7,13.0,1.0,14.214903865966615,6.37,11.68,13.1,795.0,6.85,0.373
3,9.1,-1.5,10.6,1.72,367.7,363.1,3.9,37.0,0.311,0.0967,17.0,1372.2,0.7153,872.0,0.4639,0.5,141.44,0.3905,6.49,12.8,4.0,17.375536759271032,11.17,12.4,16.0,795.0,9.73,0.461
4,10.2,-1.5,11.6,1.5,454.7,466.4,1.9,11.0,0.0949,0.009,5.6,499.9,0.6078,786.0,0.376,0.5,117.12,0.163,6.7,9.5,2.0,14.914996648920184,11.53,11.67,18.7,795.0,7.75,0.371
4,13.5,0.8,12.7,1.92,524.0,516.0,3.0,64.0,0.9017,0.8131,43.0,3352.1,0.6025,782.0,0.7316,0.5,56.91,0.6776,4.1,13.8,3.0,14.289021685777815,7.05,10.6,19.5,2318.6,11.48,0.481
12,0.6,-12.5,13.1,0.66,227.7,220.6,2.6,29.0,0.2419,0.0585,0.9,660.9,0.7471,898.0,0.2534,0.5,416.06,0.1904,5.65,9.0,2.0,14.208767118139312,9.72,11.25,18.5,795.0,7.71,0.403
11,7.5,-4.9,12.4,1.5,283.1,277.1,2.2,26.0,0.2162,0.0467,9.7,734.4,0.6636,831.0,0.4119,0.5,182.82,0.1616,5.7,9.0,2.0,16.34676416492915,9.81,12.79,16.7,795.0,9.12,0.493
2,2.9,-9.3,12.2,0.97,330.8,339.8,0.8,51.0,0.4283,0.1834,7.4,1700.2,0.5559,745.0,0.429,0.5,328.13,0.0174,5.4,12.0,1.0,15.227769153173611,9.29,12.47,18.6,795.0,7.87,0.497
1,-1.8,-15.2,13.4,0.86,319.2,323.5,0.8,34.0,0.2871,0.0824,-3.1,1099.8,0.7459,897.0,0.4826,0.5,520.15,0.0553,4.7,17.5,1.0,13.424872276639775,8.09,11.27,19.6,795.0,7.99,0.454
4,21.2,10.0,11.2,1.17,406.4,412.6,1.5,40.0,1.0,1.0,42.7,1636.2,0.5549,744.0,0.9,0.5,0.04,0.0046,3.8,7.2,3.0,15.468783430201988,6.54,11.45,18.4,4345.0,11.86,0.575
1,4.6,-6.4,11.0,0.72,352.9,350.9,1.2,58.0,0.4864,0.2366,13.3,2059.5,0.3916,613.0,0.5348,0.5,270.52,0.1469,3.7,8.0,1.0,15.623691425497771,6.37,12.63,18.6,795.0,9.1,0.491
1,0.1,-10.4,10.6,1.73,316.3,312.6,1.2,40.0,0.3347,0.112,0.3,1270.3,0.759,907.0,0.3559,0.5,435.14,0.3954,4.5,10.0,4.0,18.507669918857665,7.74,13.29,15.2,795.0,8.55,0.403
11,8.4,-0.8,9.2,1.51,308.4,329.2,0.7,13.0,0.1096,0.012,5.6,405.5,0.7549,904.0,0.2762,0.5,157.55,0.1691,6.22,11.0,1.0,15.76202077365365,10.7,13.03,14.5,795.0,5.6,0.403
3,7.4,-1.0,8.4,0.92,373.1,391.8,2.9,33.0,0.2741,0.0751,12.1,1227.2,0.9177,1034.0,0.3932,0.5,185.58,0.0307,3.3,8.0,3.0,12.54193940703414,5.68,9.54,16.3,795.0,8.4,0.365
4,12.6,1.4,11.2,0.84,651.6,647.1,1.4,25.0,0.3176,0.1009,15.8,1638.1,0.3685,595.0,0.3115,0.5,70.88,0.0676,4.4,11.0,2.0,11.310093704320403,7.57,8.78,22.9,1573.5,6.53,0.415
1,-1.8,-13.1,11.3,1.08,253.2,242.7,2.0,58.0,0.4849,0.2351,-5.3,1473.1,0.7896,932.0,0.5028,0.5,520.22,0.0003,5.6,12.0,3.0,15.250371200479556,9.64,11.47,16.4,795.0,9.01,0.488
4,11.7,1.3,10.5,1.42,424.1,430.3,2.1,40.0,0.4526,0.2048,23.6,1706.7,0.451,661.0,0.5344,0.5,85.61,0.101,5.5,11.0,2.0,10.506492815095362,9.46,8.24,17.5,1605.1,10.25,0.439
4,15.1,6.5,8.6,0.79,560.7,564.3,3.3,40.0,0.6766,0.4577,30.4,2258.0,0.7043,863.0,0.6217,0.5,35.05,0.0955,6.47,6.3,2.0,17.536801873174202,11.13,13.72,19.6,2203.0,10.38,0.578
1,-3.3,-11.4,8.1,1.23,255.2,251.7,3.6,36.0,0.3028,0.0917,-5.9,927.3,0.6578,826.0,0.476,0.5,588.74,0.0163,5.3,9.6,4.0,15.343450297891309,9.12,10.83,13.6,795.0,9.09,0.382
12,3.4,-6.2,9.6,1.49,284.4,275.4,1.5,32.0,0.2638,0.0696,5.4,900.1,0.3968,617.0,0.4283,0.5,309.69,0.1524,3.7,10.5,3.0,16.55683586960869,6.37,12.14,14.6,795.0,7.25,0.467
4,14.2,0.8,13.4,1.34,481.2,481.3,2.6,43.0,0.6564,0.4309,30.4,2060.5,0.5694,756.0,0.5333,0.5,46.27,0.0561,4.6,11.5,4.0,8.64214185040532,7.91,5.74,20.9,2123.5,11.01,0.57
4,14.9,2.0,12.9,1.04,590.0,593.6,3.6,54.0,0.8849,0.783,39.9,3161.3,0.2891,531.0,0.7656,0.5,37.11,0.0034,4.2,8.0,2.0,15.925973917081258,7.23,12.18,22.9,3684.5,12.06,0.56
12,2.6,-10.8,13.4,0.77,315.4,309.7,2.3,43.0,0.3591,0.1289,5.5,1359.2,0.7473,898.0,0.3244,0.5,340.25,0.1119,5.0,8.5,2.0,8.669456069278855,8.6,7.1,19.8,795.0,7.4,0.331
3,14.0,1.7,12.3,0.89,378.2,374.7,3.6,25.0,0.3745,0.1402,17.5,941.9,0.8707,997.0,0.4207,0.5,48.71,0.0462,3.93,10.0,2.0,14.367737561410284,6.76,11.47,19.6,1553.2,7.5,0.364
12,0.2,-12.7,12.9,0.88,151.5,144.0,3.8,48.0,0.4012,0.161,0.4,729.6,0.5426,734.0,0.4343,0.5,433.47,0.049,6.32,8.5,1.0,17.575206703833427,10.87,14.22,16.7,795.0,10.11,0.396
2,2.5,-9.1,11.5,0.9,407.8,415.6,1.2,39.0,0.3291,0.1083,4.9,1610.6,1.0,1110.0,0.5475,0.5,343.36,0.0413,5.7,12.0,4.0,18.42509072952055,9.81,13.42,19.4,795.0,7.16,0.353
11,3.7,-6.5,10.2,1.2,293.9,305.0,1.3,56.0,0.4659,0.217,10.4,1643.1,0.6238,799.0,0.3599,0.5,299.14,0.0097,5.4,11.0,2.0,17.954352497240116,9.29,13.96,15.9,795.0,8.05,0.392
2,0.5,-12.1,12.6,1.08,342.2,359.9,1.5,20.0,0.1662,0.0276,0.5,682.6,0.4854,688.0,0.3869,0.5,420.82,0.0003,6.74,10.5,2.0,10.823301807924112,11.6,8.51,18.8,795.0,6.47,0.435
4,14.0,0.7,13.4,0.93,545.7,553.7,1.5,24.0,0.3678,0.1353,17.1,1331.7,0.5781,762.0,0.4693,0.5,48.4,0.0292,4.2,14.3,4.0,17.602748790326885,7.23,12.46,22.9,1138.3,8.07,0.384
4,12.1,2.7,9.4,0.64,430.7,435.1,3.4,58.0,0.6901,0.4762,35.3,2509.9,0.5834,767.0,0.6997,0.5,79.13,0.2151,4.5,12.0,2.0,16.354523499854928,7.74,12.73,18.7,953.4,11.22,0.537
2,4.1,-4.3,8.4,1.7,334.0,348.4,1.1,37.0,0.3098,0.096,7.7,1241.6,0.8884,1011.0,0.4591,0.5,284.05,0.361,3.65,12.6,4.0,12.021087433600227,6.28,8.53,13.8,795.0,7.16,0.365
3,6.5,-6.8,13.3,0.71,477.7,488.4,0.3,36.0,0.3037,0.0923,11.9,1741.0,0.5197,716.0,0.2697,0.5,209.66,0.1524,4.23,11.0,3.0,18.099777404499424,7.28,13.39,22.3,795.0,6.98,0.432
3,5.3,-5.6,10.8,0.76,327.3,315.9,2.6,47.0,0.3895,0.1517,12.3,1529.9,0.6702,836.0,0.5022,0.5,248.03,0.114,4.47,9.0,3.0,11.647056490640484,7.69,8.67,17.9,795.0,9.67,0.385
1,-0.5,-13.8,13.3,1.3,281.9,266.9,1.0,35.0,0.2954,0.0873,-0.8,999.2,0.6738,839.0,0.3366,0.5,460.68,0.0402,5.08,10.5,2.0,14.304547917234204,8.74,11.27,17.9,795.0,7.17,0.364
3,3.5,-6.9,10.4,1.11,387.2,389.0,3.9,60.0,0.502,0.252,10.5,2332.9,0.6602,828.0,0.5918,0.5,306.94,0.0,5.8,13.5,4.0,8.575264169450252,9.98,5.76,17.6,795.0,9.52,0.472
2,6.4,-7.6,14.0,0.99,383.8,390.5,2.7,44.0,0.368,0.1355,14.2,1695.0,0.4649,672.0,0.4868,0.5,212.44,0.0132,3.9,11.0,1.0,10.572657307561201,6.71,8.9,20.8,795.0,9.39,0.485
12,3.7,-8.2,11.9,1.05,301.6,286.4,3.1,46.0,0.3827,0.1464,8.4,1384.9,0.6522,822.0,0.4482,0.5,300.21,0.003,6.4,10.0,3.0,15.702919195502867,11.01,11.7,17.7,795.0,7.77,0.309
11,11.7,1.2,10.5,1.48,345.9,343.5,1.4,60.0,0.6728,0.4526,35.3,2092.3,0.6699,836.0,0.6441,0.5,86.99,0.1439,3.4,8.6,4.0,5.067507723227147,5.85,3.14,16.2,1367.7,10.35,0.496
3,8.8,-2.1,10.9,0.69,424.0,430.2,2.9,57.0,0.4735,0.2242,24.9,2409.0,0.7602,908.0,0.6736,0.5,149.53,0.1657,7.6,10.3,3.0,15.648116957341285,13.08,11.74,19.6,795.0,10.64,0.476
12,1.1,-10.2,11.3,1.27,238.7,258.6,1.5,35.0,0.2885,0.0832,1.9,826.4,0.5102,708.0,0.5484,0.5,395.02,0.0303,5.01,13.0,3.0,19.499618224326717,8.62,14.43,15.7,795.0,6.63,0.42
2,1.3,-11.4,12.7,1.14,243.3,227.2,1.3,58.0,0.4845,0.2347,3.9,1414.7,0.471,677.0,0.5447,0.5,386.76,0.0014,4.95,12.0,3.0,7.918727638401868,8.52,5.72,17.3,795.0,8.44,0.475
12,-1.4,-13.8,12.3,1.57,346.4,365.5,3.2,65.0,0.5377,0.2891,-4.6,2234.9,0.5758,761.0,0.5949,0.5,503.53,0.2204,4.61,11.5,3.0,12.09646021873091,7.93,8.93,17.4,795.0,10.24,0.419
3,0.9,-8.5,9.4,1.13,545.4,549.0,1.8,53.0,0.4391,0.1928,2.3,2873.5,0.5986,779.0,0.3249,0.5,405.63,0.0009,4.7,13.5,2.0,13.551734539955916,8.09,10.64,19.2,795.0,9.28,0.48
2,-0.1,-10.0,9.9,0.52,353.8,344.2,2.1,18.0,0.148,0.0219,-0.1,628.2,0.6311,805.0,0.2774,0.5,444.24,0.3401,4.11,11.0,4.0,21.057195366411882,7.07,15.1,18.3,795.0,8.38,0.347
1,2.9,-9.5,12.4,1.18,259.1,260.7,3.5,11.0,0.0901,0.0081,1.6,280.1,0.7173,874.0,0.3106,0.5,326.57,0.0068,4.69,10.0,2.0,9.462022640182692,8.07,7.67,17.2,795.0,7.87,0.355
1,-0.7,-11.7,11.0,0.82,320.5,313.0,4.0,44.0,0.3706,0.1374,-1.5,1425.6,0.9868,1089.0,0.4317,0.5,470.51,0.0792,5.3,9.3,4.0,10.747889021551387,9.12,7.65,17.9,795.0,8.83,0.463
3,4.4,-8.7,13.1,1.12,455.1,466.5,0.2,49.0,0.4046,0.1637,10.7,2209.5,0.3012,541.0,0.4113,0.5,275.88,0.0003,3.8,10.0,1.0,17.044923489807346,6.54,13.62,20.8,795.0,6.19,0.357
11,3.0,-7.9,10.9,1.45,313.0,317.2,2.2,43.0,0.3576,0.1279,6.5,1343.0,0.48,684.0,0.3286,0.5,322.27,0.1234,4.25,8.0,3.0,12.758450381940794,7.31,9.35,16.1,795.0,9.49,0.442
2,2.7,-9.0,11.7,0.81,325.7,339.5,1.8,17.0,0.1401,0.0196,2.3,547.4,0.9453,1056.0,0.3729,0.5,334.36,0.0846,4.0,12.5,4.0,14.66615779349045,6.88,10.56,18.6,795.0,5.19,0.345
12,0.0,-13.0,13.0,0.99,328.6,324.0,2.6,45.0,0.3746,0.1403,0.0,1476.9,0.4965,697.0,0.508,0.5,440.69,0.012,4.4,12.5,3.0,15.477317101128387,7.57,11.41,19.2,795.0,7.91,0.44
3,7.5,-4.9,12.4,1.31,448.8,445.1,2.8,53.0,0.4446,0.1977,20.0,2394.3,0.6051,784.0,0.5387,0.5,182.12,0.0445,3.5,12.0,3.0,10.903738446697478,6.02,8.06,19.6,795.0,9.81,0.395
1,0.1,-13.7,13.8,0.5,283.8,293.6,1.2,47.0,0.3902,0.1523,0.2,1328.6,0.5342,727.0,0.5141,0.5,437.86,0.3576,5.6,9.0,3.0,13.737386209272556,9.64,10.13,20.4,795.0,8.81,0.388
4,10.7,2.6,8.1,1.46,509.5,507.4,3.0,34.0,0.321,0.103,18.0,1712.0,0.612,790.0,0.394,0.5,105.44,0.1279,6.8,13.0,2.0,8.787296900265307,11.7,7.08,16.8,795.0,6.78,0.412
1,-1.2,-12.3,11.1,1.18,322.9,317.4,0.3,33.0,0.2751,0.0757,-2.0,1066.0,0.6081,786.0,0.443,0.5,493.78,0.0063,5.61,10.0,1.0,17.0951593234091,9.65,13.91,17.1,795.0,6.48,0.387
11,5.9,-6.0,11.9,1.11,315.3,322.6,0.8,36.0,0.2978,0.0887,10.5,1126.5,0.7466,897.0,0.4442,0.5,228.28,0.0001,4.2,11.0,3.0,18.433703020378985,7.23,13.82,17.7,795.0,7.92,0.523
11,8.3,-2.3,10.6,0.79,442.8,441.6,1.9,16.0,0.1374,0.0189,6.8,730.3,0.5596,748.0,0.2998,0.5,161.47,0.0955,4.54,11.1,3.0,8.626181895010184,7.81,6.32,19.4,795.0,6.73,0.388
4,15.6,6.6,9.0,1.03,563.1,565.2,1.7,44.0,0.7871,0.6195,34.7,2497.4,0.8053,944.0,0.5582,0.5,28.65,0.0047,3.91,6.5,2.0,16.4800774690374,6.73,13.0,19.4,3684.7,9.93,0.397
12,4.6,-4.5,9.1,1.49,317.2,291.0,3.9,41.0,0.3426,0.1174,9.4,1303.9,0.962,1070.0,0.3444,0.5,269.73,0.1538,5.3,8.5,1.0,6.056080402053462,9.12,5.91,14.6,795.0,7.18,0.485
2,-0.4,-13.0,12.6,0.46,321.6,322.3,0.0,32.0,0.2669,0.0712,-0.7,1029.9,0.8242,959.0,0.4737,0.5,458.38,0.414,4.57,10.0,1.0,10.870587310199948,7.86,9.41,20.0,795.0,7.13,0.449
2,1.1,-9.4,10.6,0.96,280.9,277.6,4.0,61.0,0.508,0.258,3.5,1712.4,0.9247,1040.0,0.5023,0.5,394.53,0.0186,4.65,15.2,1.0,12.703079038291992,8.0,10.87,16.6,795.0,9.54,0.466
12,1.3,-9.8,11.0,0.75,174.2,162.0,2.6,56.0,0.4635,0.2148,3.5,969.1,0.3891,611.0,0.5052,0.5,389.69,0.1215,4.64,19.8,4.0,14.524695770003166,7.98,10.0,15.8,795.0,9.18,0.473
11,9.0,-5.0,14.0,1.41,273.6,284.5,2.7,23.0,0.1919,0.0368,10.3,630.2,0.7613,909.0,0.3809,0.5,145.07,0.0934,4.1,8.0,1.0,13.900610168723293,7.05,11.63,18.1,795.0,8.6,0.345
3,11.7,-0.1,11.8,1.21,452.9,460.3,0.2,36.0,0.4019,0.1615,21.1,1632.1,0.4802,684.0,0.451,0.5,86.66,0.012,5.58,14.5,3.0,6.171789153761447,9.6,4.41,19.5,795.0,7.58,0.383
11,7.3,-3.8,11.1,0.98,203.3,186.7,2.0,27.0,0.2231,0.0498,9.8,544.4,0.6287,803.0,0.3028,0.5,186.35,0.0132,5.95,11.0,2.0,11.129234099977921,10.24,8.85,15.8,795.0,7.11,0.241
12,3.2,-5.0,8.2,1.3,252.8,245.3,1.4,20.0,0.1638,0.0268,3.1,496.8,0.6067,785.0,0.3552,0.5,317.89,0.042,4.6,10.0,2.0,12.98755953278314,7.91,10.23,13.4,795.0,5.53,0.405
12,4.9,-7.5,12.4,1.31,301.3,300.0,2.6,16.0,0.1347,0.0181,4.0,486.9,0.3082,547.0,0.3319,0.5,259.27,0.0456,4.5,15.2,1.0,10.891701114938256,7.74,9.02,17.4,795.0,6.25,0.361
12,2.6,-6.6,9.2,1.45,348.0,356.3,0.7,56.0,0.4672,0.2182,7.2,1951.0,0.9947,1096.0,0.5001,0.5,339.95,0.1256,3.9,12.1,2.0,12.118045359270809,6.71,9.88,15.2,795.0,6.63,0.412
2,3.6,-6.3,9.9,1.49,264.2,263.5,0.0,53.0,0.4432,0.1965,9.6,1405.3,0.4166,633.0,0.5316,0.5,301.78,0.1541,3.6,14.0,3.0,19.802745117065324,6.19,14.59,14.4,795.0,8.75,0.427
3,6.1,-5.2,11.3,1.14,445.2,442.1,2.5,26.0,0.2198,0.0483,8.1,1174.3,0.5629,750.0,0.5117,0.5,221.55,0.0015,3.3,10.0,2.0,19.915471284488227,5.68,15.39,19.2,795.0,6.88,0.31
2,4.9,-3.9,8.8,0.86,295.9,286.9,1.0,31.0,0.2574,0.0663,7.6,914.0,0.8194,956.0,0.3472,0.5,259.45,0.0597,5.44,16.5,3.0,17.4436315858079,9.36,13.14,15.6,795.0,6.45,0.474
4,13.8,3.4,10.5,0.93,542.6,552.2,3.0,15.0,0.226,0.0511,10.6,833.0,0.6955,856.0,0.4278,0.5,51.36,0.0286,4.6,16.0,4.0,11.818738268112698,7.91,8.22,20.5,1138.1,8.49,0.351
2,-0.6,-11.2,10.6,1.06,318.3,316.8,1.6,30.0,0.248,0.0615,-0.9,947.0,0.6082,787.0,0.3937,0.5,465.67,0.0014,4.3,10.0,2.0,12.84488788993874,7.4,10.12,16.9,795.0,7.04,0.378
4,17.4,9.3,8.2,0.94,486.0,490.0,1.7,40.0,0.8265,0.6831,34.8,1941.5,0.5674,754.0,0.7151,0.5,12.85,0.027,4.0,16.0,3.0,7.135561141046685,6.88,5.21,17.8,3019.0,9.94,0.423
11,6.8,-2.2,9.0,0.97,335.5,324.8,3.7,48.0,0.4011,0.1609,16.4,1614.9,0.5061,705.0,0.4706,0.5,201.56,0.0178,4.82,12.0,2.0,10.22750247514572,8.29,8.08,16.1,795.0,8.82,0.431
4,11.9,0.9,11.0,0.5,504.1,501.7,0.8,33.0,0.3839,0.1474,19.8,1672.7,0.6577,826.0,0.4616,0.5,82.05,0.3588,6.2,13.1,2.0,11.852410585854951,10.67,9.42,21.4,1903.5,7.9,0.414
3,3.6,-6.4,9.9,1.71,494.0,495.5,2.7,38.0,0.3158,0.0997,6.7,1871.9,0.7078,866.0,0.452,0.5,304.41,0.3661,3.98,17.0,2.0,12.39141772511184,6.85,9.86,17.4,795.0,8.58,0.534
11,11.6,-1.6,13.2,1.37,415.5,403.7,3.0,61.0,0.6798,0.4622,35.7,2550.0,0.6252,800.0,0.5191,0.5,87.48,0.0705,4.4,16.4,1.0,19.12042496023877,7.57,15.44,19.7,3334.5,10.95,0.402
12,-0.6,-11.9,11.3,0.89,220.1,234.6,3.4,27.0,0.2284,0.0522,-0.8,603.1,0.5271,722.0,0.412,0.5,466.01,0.044,4.3,17.0,2.0,10.585016783866882,7.4,8.36,16.4,795.0,7.21,0.389
4,19.7,6.1,13.6,0.72,564.4,566.3,3.4,25.0,0.6073,0.3688,24.4,1400.9,0.466,673.0,0.4313,0.5,1.74,0.1474,4.8,12.0,1.0,12.861474063367876,8.26,10.62,23.8,3302.8,9.41,0.408
12,0.3,-9.8,10.1,1.39,244.4,242.6,2.2,20.0,0.1643,0.027,0.3,481.9,1.0,1106.0,0.2806,0.5,428.27,0.0821,10.12,12.0,2.0,13.92772337720797,17.41,11.25,14.6,795.0,6.53,0.313
3,7.3,-2.7,10.0,0.66,507.6,512.0,0.9,41.0,0.3384,0.1145,14.8,2061.1,0.5084,707.0,0.3557,0.5,187.93,0.1976,4.7,18.0,1.0,10.734670311261862,8.09,9.06,20.3,795.0,8.36,0.485
3,6.1,-4.4,10.5,1.66,408.8,406.2,0.3,49.0,0.405,0.164,14.7,1986.6,0.7741,919.0,0.5594,0.5,222.94,0.3144,4.8,12.0,3.0,15.379498242726099,8.26,11.55,16.7,795.0,9.05,0.304
1,-2.7,-12.6,9.9,0.77,408.3,408.9,1.1,52.0,0.4373,0.1912,-7.0,2142.7,0.815,952.0,0.4154,0.5,560.14,0.1117,4.3,10.5,1.0,17.298621240414292,7.4,14.23,18.4,795.0,10.1,0.53
11,11.3,1.3,10.0,1.36,318.2,316.2,3.4,26.0,0.2687,0.0722,14.5,813.5,0.3705,596.0,0.3649,0.5,94.0,0.0682,6.0,10.0,3.0,9.335067218549288,10.32,6.7,15.7,795.0,7.72,0.292
2,7.6,-3.9,11.5,0.98,389.1,401.0,0.9,24.0,0.2023,0.0409,9.2,944.8,0.4421,654.0,0.4028,0.5,179.27,0.0134,3.9,14.1,4.0,9.627826611157587,6.71,6.37,18.9,795.0,6.87,0.447
12,2.9,-10.5,13.5,0.62,248.2,246.6,2.0,24.0,0.2024,0.041,3.6,602.9,0.5579,746.0,0.3135,0.5,326.46,0.2286,4.02,12.1,2.0,15.22782428140491,6.92,11.87,19.2,795.0,6.63,0.471
2,1.0,-12.6,13.6,1.66,276.6,267.4,0.0,34.0,0.2854,0.0814,1.7,947.3,0.6161,793.0,0.4638,0.5,399.75,0.3168,3.5,15.2,4.0,15.944617433696514,6.02,11.25,17.2,795.0,6.48,0.451
1,-1.0,-15.0,13.9,1.33,341.5,344.8,3.5,23.0,0.1902,0.0362,-1.2,779.4,0.4397,652.0,0.3638,0.5,485.59,0.0548,6.44,12.0,3.0,11.040440756230845,11.08,8.03,19.2,795.0,7.43,0.41
1,-4.4,-17.2,12.8,0.9,273.0,281.0,1.3,35.0,0.295,0.087,-7.7,966.2,0.7554,904.0,0.3245,0.5,643.32,0.0405,5.0,9.5,2.0,14.291622875789702,8.6,11.32,18.4,795.0,6.68,0.402
3,6.3,-7.3,13.6,1.24,470.2,479.0,1.1,16.0,0.1327,0.0176,5.0,748.9,0.7315,885.0,0.3181,0.5,216.12,0.0204,4.53,9.0,2.0,17.76196099089001,7.79,13.91,21.2,795.0,5.91,0.405
3,6.1,-4.1,10.2,1.41,432.4,439.6,3.1,27.0,0.2226,0.0495,8.1,1155.0,0.6173,794.0,0.4819,0.5,222.88,0.0932,6.26,10.1,2.0,14.451387625451805,10.77,11.33,17.4,795.0,6.7,0.391
1,3.6,-8.5,12.1,1.27,346.8,352.3,3.2,49.0,0.4075,0.1661,8.8,1696.2,0.6813,845.0,0.4041,0.5,302.27,0.0292,4.2,10.5,1.0,14.526097477318169,7.23,12.04,18.0,795.0,8.42,0.466
1,-1.6,-12.3,10.8,0.83,312.0,311.1,3.7,35.0,0.2926,0.0856,-2.8,1095.6,0.5244,720.0,0.3434,0.5,509.85,0.0728,5.68,13.0,4.0,17.49541109068421,9.77,12.34,17.5,795.0,10.23,0.437
2,4.7,-4.2,8.9,0.72,348.4,365.3,2.8,55.0,0.4621,0.2135,13.0,1931.8,0.1957,457.0,0.5002,0.5,266.17,0.1477,4.86,13.0,4.0,16.35869431957737,8.36,11.23,16.8,795.0,8.7,0.494
2,5.8,-8.0,13.8,1.02,394.3,404.8,2.5,47.0,0.392,0.1537,13.7,1854.6,0.6877,850.0,0.5213,0.5,229.85,0.006,11.19,9.0,3.0,17.669963671284588,19.25,13.2,20.7,795.0,8.62,0.476
1,2.7,-8.8,11.5,1.48,413.2,419.5,1.8,62.0,0.516,0.2663,8.3,2558.9,0.6438,815.0,0.708,0.5,336.0,0.144,4.16,10.0,1.0,14.254550378042147,7.16,11.81,18.0,795.0,9.21,0.454
3,9.6,-2.3,11.9,1.63,567.2,564.9,1.5,38.0,0.32,0.1024,18.4,2178.1,0.822,958.0,0.4102,0.5,130.05,0.2764,4.0,14.3,2.0,13.576446691164128,6.88,10.84,20.3,795.0,7.8,0.424
